Rank,URL,SourcePath,ContentDir,Total,Input,Output,Tested,Testable,Maybe,Error
1863,https://www.mongodb.com/docs/atlas/atlas-vector-search/tutorials/local-rag/,atlas/source/atlas-vector-search/tutorials/local-rag.txt,atlas,96,11,11,0,27,49,
1864,https://www.mongodb.com/docs/atlas/atlas-vector-search/tutorials/vector-search-quick-start/,atlas/source/atlas-vector-search/tutorials/vector-search-quick-start.txt,atlas,143,24,24,0,8,109,
1865,https://www.mongodb.com/docs/atlas/atlas-vector-search/tutorials/vector-search-tutorial/,atlas/source/atlas-vector-search/tutorials/vector-search-tutorial.txt,atlas,55,13,13,0,21,26,
1866,https://www.mongodb.com/docs/atlas/atlas-vector-search/use-cases/,atlas/source/atlas-vector-search/use-cases.txt,atlas,0,0,0,0,0,0,
1867,https://www.mongodb.com/docs/atlas/atlas-vector-search/vector-quantization/,atlas/source/atlas-vector-search/vector-quantization.txt,atlas,131,27,27,0,28,96,
1868,https://www.mongodb.com/docs/atlas/atlas-vector-search/vector-search-overview/,atlas/source/atlas-vector-search/vector-search-overview.txt,atlas,0,0,0,0,0,0,
1869,https://www.mongodb.com/docs/atlas/atlas-vector-search/vector-search-playground/,atlas/source/atlas-vector-search/vector-search-playground.txt,atlas,0,0,0,0,0,0,
1870,https://www.mongodb.com/docs/atlas/atlas-vector-search/vector-search-stage/,atlas/source/atlas-vector-search/vector-search-stage.txt,atlas,23,5,5,0,2,16,
1871,https://www.mongodb.com/docs/atlas/atlas-vector-search/vector-search-type/,atlas/source/atlas-vector-search/vector-search-type.txt,atlas,114,2,2,0,35,67,
1872,https://www.mongodb.com/docs/atlas/atlas-vector-search/view-support/,atlas/source/atlas-vector-search/view-support.txt,atlas,10,1,1,0,2,7,
1873,https://www.mongodb.com/docs/atlas/backup-restore-cluster/,atlas/source/backup-restore-cluster.txt,atlas,0,0,0,0,0,0,
1874,https://www.mongodb.com/docs/atlas/backup/cloud-backup/backup-compliance-policy/,atlas/source/backup/cloud-backup/backup-compliance-policy.txt,atlas,0,0,0,0,0,0,
1875,https://www.mongodb.com/docs/atlas/backup/cloud-backup/cloud-backup-encryption/,atlas/source/backup/cloud-backup/cloud-backup-encryption.txt,atlas,0,0,0,0,0,0,
1876,https://www.mongodb.com/docs/atlas/backup/cloud-backup/configure-backup-policy/,atlas/source/backup/cloud-backup/configure-backup-policy.txt,atlas,0,0,0,0,0,0,
1877,https://www.mongodb.com/docs/atlas/backup/cloud-backup/dedicated-cluster-backup/,atlas/source/backup/cloud-backup/dedicated-cluster-backup.txt,atlas,0,0,0,0,0,0,
1878,https://www.mongodb.com/docs/atlas/backup/cloud-backup/export/,atlas/source/backup/cloud-backup/export.txt,atlas,10,0,0,0,0,6,
1879,https://www.mongodb.com/docs/atlas/backup/cloud-backup/flex-cluster-backup/,atlas/source/backup/cloud-backup/flex-cluster-backup.txt,atlas,0,0,0,0,0,0,
1880,https://www.mongodb.com/docs/atlas/backup/cloud-backup/import-archive/,atlas/source/backup/cloud-backup/import-archive.txt,atlas,10,0,0,0,0,10,
1881,https://www.mongodb.com/docs/atlas/backup/cloud-backup/overview/,atlas/source/backup/cloud-backup/overview.txt,atlas,0,0,0,0,0,0,
1882,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-from-cloud-manager/,atlas/source/backup/cloud-backup/restore-from-cloud-manager.txt,atlas,0,0,0,0,0,0,
1883,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-from-continuous/,atlas/source/backup/cloud-backup/restore-from-continuous.txt,atlas,0,0,0,0,0,0,
1884,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-from-ear/,atlas/source/backup/cloud-backup/restore-from-ear.txt,atlas,0,0,0,0,0,0,
1885,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-from-local-file/,atlas/source/backup/cloud-backup/restore-from-local-file.txt,atlas,2,0,0,0,0,2,
1886,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-from-snapshot/,atlas/source/backup/cloud-backup/restore-from-snapshot.txt,atlas,0,0,0,0,0,0,
1887,https://www.mongodb.com/docs/atlas/backup/cloud-backup/restore-overview/,atlas/source/backup/cloud-backup/restore-overview.txt,atlas,0,0,0,0,0,0,
1888,https://www.mongodb.com/docs/atlas/backup/cloud-backup/scheduling/,atlas/source/backup/cloud-backup/scheduling.txt,atlas,0,0,0,0,0,0,
1889,https://www.mongodb.com/docs/atlas/backup/cloud-backup/snapshot-distribution/,atlas/source/backup/cloud-backup/snapshot-distribution.txt,atlas,0,0,0,0,0,0,
1890,https://www.mongodb.com/docs/atlas/backup/cloud-backup/snapshot-management/,atlas/source/backup/cloud-backup/snapshot-management.txt,atlas,0,0,0,0,0,0,
1891,https://www.mongodb.com/docs/atlas/backup/restore-free-tier-cluster/,atlas/source/backup/restore-free-tier-cluster.txt,atlas,1,0,0,0,0,1,
1892,https://www.mongodb.com/docs/atlas/bi-connection/,atlas/source/bi-connection.txt,atlas,0,0,0,0,0,0,
1893,https://www.mongodb.com/docs/atlas/billing/,atlas/source/billing.txt,atlas,0,0,0,0,0,0,
1894,https://www.mongodb.com/docs/atlas/billing/additional-services/,atlas/source/billing/additional-services.txt,atlas,0,0,0,0,0,0,
1895,https://www.mongodb.com/docs/atlas/billing/atlas-flex-costs/,atlas/source/billing/atlas-flex-costs.txt,atlas,0,0,0,0,0,0,
1896,https://www.mongodb.com/docs/atlas/billing/aws-self-serve-marketplace/,atlas/source/billing/aws-self-serve-marketplace.txt,atlas,0,0,0,0,0,0,
1897,https://www.mongodb.com/docs/atlas/billing/azure-self-serve-marketplace/,atlas/source/billing/azure-self-serve-marketplace.txt,atlas,0,0,0,0,0,0,
1898,https://www.mongodb.com/docs/atlas/billing/billing-breakdown-optimization/,atlas/source/billing/billing-breakdown-optimization.txt,atlas,0,0,0,0,0,0,
1899,https://www.mongodb.com/docs/atlas/billing/cluster-configuration-costs/,atlas/source/billing/cluster-configuration-costs.txt,atlas,0,0,0,0,0,0,
1900,https://www.mongodb.com/docs/atlas/billing/data-federation/,atlas/source/billing/data-federation.txt,atlas,0,0,0,0,0,0,
1901,https://www.mongodb.com/docs/atlas/billing/data-transfer-costs/,atlas/source/billing/data-transfer-costs.txt,atlas,0,0,0,0,0,0,
1902,https://www.mongodb.com/docs/atlas/billing/gcp-self-serve-marketplace/,atlas/source/billing/gcp-self-serve-marketplace.txt,atlas,0,0,0,0,0,0,
1903,https://www.mongodb.com/docs/atlas/billing/international-usage/,atlas/source/billing/international-usage.txt,atlas,0,0,0,0,0,0,
1904,https://www.mongodb.com/docs/atlas/billing/invoice-breakdown/,atlas/source/billing/invoice-breakdown.txt,atlas,0,0,0,0,0,0,
1905,https://www.mongodb.com/docs/atlas/billing/invoices/,atlas/source/billing/invoices.txt,atlas,0,0,0,0,0,0,
1906,https://www.mongodb.com/docs/atlas/billing/online-archive/,atlas/source/billing/online-archive.txt,atlas,0,0,0,0,0,0,
1907,https://www.mongodb.com/docs/atlas/billing/search-node/,atlas/source/billing/search-node.txt,atlas,0,0,0,0,0,0,
1908,https://www.mongodb.com/docs/atlas/billing/stream-processing-costs/,atlas/source/billing/stream-processing-costs.txt,atlas,0,0,0,0,0,0,
1909,https://www.mongodb.com/docs/atlas/billing/subscriptions/,atlas/source/billing/subscriptions.txt,atlas,0,0,0,0,0,0,
1910,https://www.mongodb.com/docs/atlas/build-multi-tenant-arch/,atlas/source/build-multi-tenant-arch.txt,atlas,0,0,0,0,0,0,
1911,https://www.mongodb.com/docs/atlas/cloud-providers-regions/,atlas/source/cloud-providers-regions.txt,atlas,0,0,0,0,0,0,
1912,https://www.mongodb.com/docs/atlas/cluster-additional-settings/,atlas/source/cluster-additional-settings.txt,atlas,0,0,0,0,0,0,
1913,https://www.mongodb.com/docs/atlas/cluster-autoscaling/,atlas/source/cluster-autoscaling.txt,atlas,8,0,0,0,0,4,
1914,https://www.mongodb.com/docs/atlas/cluster-blocking-writes/,atlas/source/cluster-blocking-writes.txt,atlas,0,0,0,0,0,0,
1915,https://www.mongodb.com/docs/atlas/cluster-config/multi-cloud-distribution/,atlas/source/cluster-config/multi-cloud-distribution.txt,atlas,0,0,0,0,0,0,
1916,https://www.mongodb.com/docs/atlas/cluster-sharding/,atlas/source/cluster-sharding.txt,atlas,0,0,0,0,0,0,
1917,https://www.mongodb.com/docs/atlas/command-line-tools/,atlas/source/command-line-tools.txt,atlas,0,0,0,0,0,0,
1918,https://www.mongodb.com/docs/atlas/compass-connection/,atlas/source/compass-connection.txt,atlas,0,0,0,0,0,0,
1919,https://www.mongodb.com/docs/atlas/configure-alerts/,atlas/source/configure-alerts.txt,atlas,0,0,0,0,0,0,
1920,https://www.mongodb.com/docs/atlas/configure-api-access-mult-org/,atlas/source/configure-api-access-mult-org.txt,atlas,0,0,0,0,0,0,
1921,https://www.mongodb.com/docs/atlas/configure-api-access-org/,atlas/source/configure-api-access-org.txt,atlas,0,0,0,0,0,0,
1922,https://www.mongodb.com/docs/atlas/configure-api-access-project/,atlas/source/configure-api-access-project.txt,atlas,0,0,0,0,0,0,
1923,https://www.mongodb.com/docs/atlas/configure-api-access/,atlas/source/configure-api-access.txt,atlas,11,2,2,0,0,11,
1924,https://www.mongodb.com/docs/atlas/connect-to-database-deployment/,atlas/source/connect-to-database-deployment.txt,atlas,3,0,0,0,0,0,
1925,https://www.mongodb.com/docs/atlas/create-connect-deployments/,atlas/source/create-connect-deployments.txt,atlas,0,0,0,0,0,0,
1926,https://www.mongodb.com/docs/atlas/create-database-deployment/,atlas/source/create-database-deployment.txt,atlas,0,0,0,0,0,0,
1927,https://www.mongodb.com/docs/atlas/customize-storage/,atlas/source/customize-storage.txt,atlas,0,0,0,0,0,0,
1928,https://www.mongodb.com/docs/atlas/data-federation/,atlas/source/data-federation.txt,atlas,0,0,0,0,0,0,
1929,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/architecture/,atlas/source/data-federation/adf-overview/architecture.txt,atlas,0,0,0,0,0,0,
1930,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/key-concepts/,atlas/source/data-federation/adf-overview/key-concepts.txt,atlas,0,0,0,0,0,0,
1931,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/overview/,atlas/source/data-federation/adf-overview/overview.txt,atlas,0,0,0,0,0,0,
1932,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/query-performance-optimization/,atlas/source/data-federation/adf-overview/query-performance-optimization.txt,atlas,0,0,0,0,0,0,
1933,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/regions/,atlas/source/data-federation/adf-overview/regions.txt,atlas,0,0,0,0,0,0,
1934,https://www.mongodb.com/docs/atlas/data-federation/adf-overview/supported-sources-and-providers/,atlas/source/data-federation/adf-overview/supported-sources-and-providers.txt,atlas,0,0,0,0,0,0,
1935,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/collections/create-collections-views/,atlas/source/data-federation/admin/cli/collections/create-collections-views.txt,atlas,88,37,37,0,0,60,
1936,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/collections/drop-collections-views/,atlas/source/data-federation/admin/cli/collections/drop-collections-views.txt,atlas,12,0,0,0,0,3,
1937,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/collections/rename-collection/,atlas/source/data-federation/admin/cli/collections/rename-collection.txt,atlas,15,0,0,0,0,0,
1938,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/database/drop-database/,atlas/source/data-federation/admin/cli/database/drop-database.txt,atlas,5,0,0,0,0,0,
1939,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/stores/create-store/,atlas/source/data-federation/admin/cli/stores/create-store.txt,atlas,29,6,6,0,0,12,
1940,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/stores/drop-store/,atlas/source/data-federation/admin/cli/stores/drop-store.txt,atlas,5,0,0,0,0,0,
1941,https://www.mongodb.com/docs/atlas/data-federation/admin/cli/stores/list-stores/,atlas/source/data-federation/admin/cli/stores/list-stores.txt,atlas,4,0,0,0,0,0,
1942,https://www.mongodb.com/docs/atlas/data-federation/admin/delete-private-endpoint/,atlas/source/data-federation/admin/delete-private-endpoint.txt,atlas,0,0,0,0,0,0,
1943,https://www.mongodb.com/docs/atlas/data-federation/admin/determine-query-status/,atlas/source/data-federation/admin/determine-query-status.txt,atlas,5,0,0,0,0,0,
1944,https://www.mongodb.com/docs/atlas/data-federation/admin/edit-private-endpoint/,atlas/source/data-federation/admin/edit-private-endpoint.txt,atlas,0,0,0,0,0,0,
1945,https://www.mongodb.com/docs/atlas/data-federation/admin/manage-federated-database/,atlas/source/data-federation/admin/manage-federated-database.txt,atlas,0,0,0,0,0,0,
1946,https://www.mongodb.com/docs/atlas/data-federation/admin/manage-namespace-catalog-cli/,atlas/source/data-federation/admin/manage-namespace-catalog-cli.txt,atlas,0,0,0,0,0,0,
1947,https://www.mongodb.com/docs/atlas/data-federation/admin/manage-private-endpoint/,atlas/source/data-federation/admin/manage-private-endpoint.txt,atlas,0,0,0,0,0,0,
1948,https://www.mongodb.com/docs/atlas/data-federation/admin/namespace/updatecatalog/,atlas/source/data-federation/admin/namespace/updatecatalog.txt,atlas,8,0,0,0,0,0,
1949,https://www.mongodb.com/docs/atlas/data-federation/admin/optimize-query-performance/,atlas/source/data-federation/admin/optimize-query-performance.txt,atlas,2,0,0,0,0,0,
1950,https://www.mongodb.com/docs/atlas/data-federation/admin/terminate-running-query/,atlas/source/data-federation/admin/terminate-running-query.txt,atlas,4,0,0,0,0,0,
1951,https://www.mongodb.com/docs/atlas/data-federation/admin/update-region/,atlas/source/data-federation/admin/update-region.txt,atlas,0,0,0,0,0,0,
1952,https://www.mongodb.com/docs/atlas/data-federation/admin/view-private-endpoints/,atlas/source/data-federation/admin/view-private-endpoints.txt,atlas,0,0,0,0,0,0,
1953,https://www.mongodb.com/docs/atlas/data-federation/administration/,atlas/source/data-federation/administration.txt,atlas,0,0,0,0,0,0,
1954,https://www.mongodb.com/docs/atlas/data-federation/advanced-security-options/,atlas/source/data-federation/advanced-security-options.txt,atlas,0,0,0,0,0,0,
1955,https://www.mongodb.com/docs/atlas/data-federation/config/adf-config-file-formats/,atlas/source/data-federation/config/adf-config-file-formats.txt,atlas,44,0,0,0,0,3,
1956,https://www.mongodb.com/docs/atlas/data-federation/config/adfa-generate-wildcard-collection/,atlas/source/data-federation/config/adfa-generate-wildcard-collection.txt,atlas,0,0,0,0,0,0,
1957,https://www.mongodb.com/docs/atlas/data-federation/config/atlas-gen-wildcard-collections/,atlas/source/data-federation/config/atlas-gen-wildcard-collections.txt,atlas,2,0,0,0,0,0,
1958,https://www.mongodb.com/docs/atlas/data-federation/config/aws-gen-wildcard-collections/,atlas/source/data-federation/config/aws-gen-wildcard-collections.txt,atlas,1,0,0,0,0,0,
1959,https://www.mongodb.com/docs/atlas/data-federation/config/config-data-stores/,atlas/source/data-federation/config/config-data-stores.txt,atlas,5,0,0,0,0,5,
1960,https://www.mongodb.com/docs/atlas/data-federation/config/path-syntax-examples/,atlas/source/data-federation/config/path-syntax-examples.txt,atlas,28,0,0,0,0,5,
1961,https://www.mongodb.com/docs/atlas/data-federation/data-lake-deprecation/,atlas/source/data-federation/data-lake-deprecation.txt,atlas,0,0,0,0,0,0,
1962,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-adf/,atlas/source/data-federation/deployment/deploy-adf.txt,atlas,23,0,0,0,0,3,
1963,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-atlas/,atlas/source/data-federation/deployment/deploy-atlas.txt,atlas,3,0,0,0,0,0,
1964,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-azure/,atlas/source/data-federation/deployment/deploy-azure.txt,atlas,4,0,0,0,0,1,
1965,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-gcp/,atlas/source/data-federation/deployment/deploy-gcp.txt,atlas,4,0,0,0,0,1,
1966,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-http/,atlas/source/data-federation/deployment/deploy-http.txt,atlas,3,0,0,0,0,0,
1967,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-oa/,atlas/source/data-federation/deployment/deploy-oa.txt,atlas,3,0,0,0,0,0,
1968,https://www.mongodb.com/docs/atlas/data-federation/deployment/deploy-s3/,atlas/source/data-federation/deployment/deploy-s3.txt,atlas,6,0,0,0,0,1,
1969,https://www.mongodb.com/docs/atlas/data-federation/query/download-query-logs/,atlas/source/data-federation/query/download-query-logs.txt,atlas,1,0,0,0,0,1,
1970,https://www.mongodb.com/docs/atlas/data-federation/query/manage-query-limits/,atlas/source/data-federation/query/manage-query-limits.txt,atlas,0,0,0,0,0,0,
1971,https://www.mongodb.com/docs/atlas/data-federation/query/query-federated-database/,atlas/source/data-federation/query/query-federated-database.txt,atlas,4,0,0,0,0,3,
1972,https://www.mongodb.com/docs/atlas/data-federation/query/view-query-history/,atlas/source/data-federation/query/view-query-history.txt,atlas,6,0,0,0,0,2,
1973,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/,atlas/source/data-federation/supported-unsupported.txt,atlas,0,0,0,0,0,0,
1974,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/adf-encryption/,atlas/source/data-federation/supported-unsupported/adf-encryption.txt,atlas,1,0,0,0,0,0,
1975,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/adf-limitations/,atlas/source/data-federation/supported-unsupported/adf-limitations.txt,atlas,0,0,0,0,0,0,
1976,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/administration-commands/,atlas/source/data-federation/supported-unsupported/administration-commands.txt,atlas,0,0,0,0,0,0,
1977,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/data-formats/csv-tsv-data-files/,atlas/source/data-federation/supported-unsupported/data-formats/csv-tsv-data-files.txt,atlas,4,0,0,0,0,0,
1978,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/data-formats/parquet-data-files/,atlas/source/data-federation/supported-unsupported/data-formats/parquet-data-files.txt,atlas,0,0,0,0,0,0,
1979,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/diagnostic-commands/,atlas/source/data-federation/supported-unsupported/diagnostic-commands.txt,atlas,11,0,0,0,0,7,
1980,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/limitations/,atlas/source/data-federation/supported-unsupported/limitations.txt,atlas,0,0,0,0,0,0,
1981,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/mql-support/,atlas/source/data-federation/supported-unsupported/mql-support.txt,atlas,1,0,0,0,0,1,
1982,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/pipeline/collstats/,atlas/source/data-federation/supported-unsupported/pipeline/collstats.txt,atlas,9,0,0,0,0,4,
1983,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/pipeline/lookup-stage/,atlas/source/data-federation/supported-unsupported/pipeline/lookup-stage.txt,atlas,7,0,0,0,0,0,
1984,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/pipeline/merge/,atlas/source/data-federation/supported-unsupported/pipeline/merge.txt,atlas,18,0,0,0,0,0,
1985,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/pipeline/out/,atlas/source/data-federation/supported-unsupported/pipeline/out.txt,atlas,53,0,0,0,0,13,
1986,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/pipeline/sql/,atlas/source/data-federation/supported-unsupported/pipeline/sql.txt,atlas,2,0,0,0,0,0,
1987,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/query-write-op-commands/,atlas/source/data-federation/supported-unsupported/query-write-op-commands.txt,atlas,0,0,0,0,0,0,
1988,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/role-management-commands/,atlas/source/data-federation/supported-unsupported/role-management-commands.txt,atlas,0,0,0,0,0,0,
1989,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/storage-config-commands/,atlas/source/data-federation/supported-unsupported/storage-config-commands.txt,atlas,3,0,0,0,0,3,
1990,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/supported-aggregation/,atlas/source/data-federation/supported-unsupported/supported-aggregation.txt,atlas,1,0,0,0,0,0,
1991,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/supported-data-formats/,atlas/source/data-federation/supported-unsupported/supported-data-formats.txt,atlas,0,0,0,0,0,0,
1992,https://www.mongodb.com/docs/atlas/data-federation/supported-unsupported/supported-partition-attributes/,atlas/source/data-federation/supported-unsupported/supported-partition-attributes.txt,atlas,1,0,0,0,0,0,
1993,https://www.mongodb.com/docs/atlas/data-federation/tutorial/add-ip-address/,atlas/source/data-federation/tutorial/add-ip-address.txt,atlas,0,0,0,0,0,0,
1994,https://www.mongodb.com/docs/atlas/data-federation/tutorial/adf-authentication-methods/,atlas/source/data-federation/tutorial/adf-authentication-methods.txt,atlas,4,0,0,0,0,3,
1995,https://www.mongodb.com/docs/atlas/data-federation/tutorial/advanced-security-options/adf-aws-iam-authentication/,atlas/source/data-federation/tutorial/advanced-security-options/adf-aws-iam-authentication.txt,atlas,3,0,0,0,0,3,
1996,https://www.mongodb.com/docs/atlas/data-federation/tutorial/advanced-security-options/advanced-db-user-config/,atlas/source/data-federation/tutorial/advanced-security-options/advanced-db-user-config.txt,atlas,2,0,0,0,0,1,
1997,https://www.mongodb.com/docs/atlas/data-federation/tutorial/config-private-endpoint/,atlas/source/data-federation/tutorial/config-private-endpoint.txt,atlas,0,0,0,0,0,0,
1998,https://www.mongodb.com/docs/atlas/data-federation/tutorial/configure-connection/,atlas/source/data-federation/tutorial/configure-connection.txt,atlas,0,0,0,0,0,0,
1999,https://www.mongodb.com/docs/atlas/data-federation/tutorial/connect/,atlas/source/data-federation/tutorial/connect.txt,atlas,0,0,0,0,0,0,
2000,https://www.mongodb.com/docs/atlas/data-federation/tutorial/create-mongodb-user/,atlas/source/data-federation/tutorial/create-mongodb-user.txt,atlas,0,0,0,0,0,0,
2001,https://www.mongodb.com/docs/atlas/data-federation/tutorial/deploy/,atlas/source/data-federation/tutorial/deploy.txt,atlas,0,0,0,0,0,0,
2002,https://www.mongodb.com/docs/atlas/data-federation/tutorial/getting-started/,atlas/source/data-federation/tutorial/getting-started.txt,atlas,0,0,0,0,0,0,
2003,https://www.mongodb.com/docs/atlas/data-federation/tutorial/run-queries/,atlas/source/data-federation/tutorial/run-queries.txt,atlas,60,24,24,0,0,12,
2004,https://www.mongodb.com/docs/atlas/data-federation/tutorials/,atlas/source/data-federation/tutorials.txt,atlas,0,0,0,0,0,0,
2005,https://www.mongodb.com/docs/atlas/database-auditing/,atlas/source/database-auditing.txt,atlas,4,0,0,0,0,0,
2006,https://www.mongodb.com/docs/atlas/database-deployment-tags/,atlas/source/database-deployment-tags.txt,atlas,0,0,0,0,0,0,
2007,https://www.mongodb.com/docs/atlas/driver-connection/,atlas/source/driver-connection.txt,atlas,20,0,0,0,6,2,
2008,https://www.mongodb.com/docs/atlas/export-logs-external-sinks/,atlas/source/export-logs-external-sinks.txt,atlas,0,0,0,0,0,0,
2009,https://www.mongodb.com/docs/atlas/faq/,atlas/source/faq.txt,atlas,0,0,0,0,0,0,
2010,https://www.mongodb.com/docs/atlas/flex-migration/,atlas/source/flex-migration.txt,atlas,0,0,0,0,0,0,
2011,https://www.mongodb.com/docs/atlas/free-tier-commands/,atlas/source/free-tier-commands.txt,atlas,3,0,0,0,0,1,
2012,https://www.mongodb.com/docs/atlas/getting-started/,atlas/source/getting-started.txt,atlas,0,0,0,0,0,0,
2013,https://www.mongodb.com/docs/atlas/global-clusters/,atlas/source/global-clusters.txt,atlas,0,0,0,0,0,0,
2014,https://www.mongodb.com/docs/atlas/graphql-api/,atlas/source/graphql-api.txt,atlas,0,0,0,0,0,0,
2015,https://www.mongodb.com/docs/atlas/import/,atlas/source/import.txt,atlas,0,0,0,0,0,0,
2016,https://www.mongodb.com/docs/atlas/import/c2c-pull-live-migration/,atlas/source/import/c2c-pull-live-migration.txt,atlas,6,0,0,0,0,4,
2017,https://www.mongodb.com/docs/atlas/import/c2c-push-live-migration/,atlas/source/import/c2c-push-live-migration.txt,atlas,2,0,0,0,0,2,
2018,https://www.mongodb.com/docs/atlas/import/live-migration-comparison-modes/,atlas/source/import/live-migration-comparison-modes.txt,atlas,0,0,0,0,0,0,
2019,https://www.mongodb.com/docs/atlas/import/live-migration-example/,atlas/source/import/live-migration-example.txt,atlas,1,0,0,0,0,0,
2020,https://www.mongodb.com/docs/atlas/import/live-migration-troubleshooting/,atlas/source/import/live-migration-troubleshooting.txt,atlas,3,0,0,0,0,3,
2021,https://www.mongodb.com/docs/atlas/import/live-migration-verification/,atlas/source/import/live-migration-verification.txt,atlas,0,0,0,0,0,0,
2022,https://www.mongodb.com/docs/atlas/import/mongoimport/,atlas/source/import/mongoimport.txt,atlas,1,0,0,0,0,0,
2023,https://www.mongodb.com/docs/atlas/import/mongomirror/,atlas/source/import/mongomirror.txt,atlas,10,0,0,0,0,9,
2024,https://www.mongodb.com/docs/atlas/import/mongorestore/,atlas/source/import/mongorestore.txt,atlas,7,0,0,0,0,7,
2025,https://www.mongodb.com/docs/atlas/import/monitor-migrations/,atlas/source/import/monitor-migrations.txt,atlas,0,0,0,0,0,0,
2026,https://www.mongodb.com/docs/atlas/includes/data-federation/jdbc-download-local/,atlas/source/includes/data-federation/jdbc-download-local.txt,atlas,0,0,0,0,0,0,
2027,https://www.mongodb.com/docs/atlas/,atlas/source/index.txt,atlas,0,0,0,0,0,0,
2028,https://www.mongodb.com/docs/atlas/infrastructure/,atlas/source/infrastructure.txt,atlas,0,0,0,0,0,0,
2029,https://www.mongodb.com/docs/atlas/invitations/,atlas/source/invitations.txt,atlas,0,0,0,0,0,0,
2030,https://www.mongodb.com/docs/atlas/live-migration/,atlas/source/live-migration.txt,atlas,0,0,0,0,0,0,
2031,https://www.mongodb.com/docs/atlas/manage-atlas-cli/,atlas/source/manage-atlas-cli.txt,atlas,0,0,0,0,0,0,
2032,https://www.mongodb.com/docs/atlas/manage-clusters/,atlas/source/manage-clusters.txt,atlas,0,0,0,0,0,0,
2033,https://www.mongodb.com/docs/atlas/manage-connections-aws-lambda/,atlas/source/manage-connections-aws-lambda.txt,atlas,17,0,0,0,8,0,
2034,https://www.mongodb.com/docs/atlas/manage-connections-azure-functions/,atlas/source/manage-connections-azure-functions.txt,atlas,0,0,0,0,0,0,
2035,https://www.mongodb.com/docs/atlas/manage-connections-google-cloud/,atlas/source/manage-connections-google-cloud.txt,atlas,2,0,0,0,0,1,
2036,https://www.mongodb.com/docs/atlas/manage-database-deployments/,atlas/source/manage-database-deployments.txt,atlas,0,0,0,0,0,0,
2037,https://www.mongodb.com/docs/atlas/manage-flex-clusters/,atlas/source/manage-flex-clusters.txt,atlas,0,0,0,0,0,0,
2038,https://www.mongodb.com/docs/atlas/management/organizations/atlas-account/,atlas/source/management/organizations/atlas-account.txt,atlas,0,0,0,0,0,0,
2039,https://www.mongodb.com/docs/atlas/management/organizations/organization-security/,atlas/source/management/organizations/organization-security.txt,atlas,0,0,0,0,0,0,
2040,https://www.mongodb.com/docs/atlas/mongo-shell-connection/,atlas/source/mongo-shell-connection.txt,atlas,3,0,0,0,0,3,
2041,https://www.mongodb.com/docs/atlas/mongodb-for-vscode/,atlas/source/mongodb-for-vscode.txt,atlas,0,0,0,0,0,0,
2042,https://www.mongodb.com/docs/atlas/mongodb-logs/,atlas/source/mongodb-logs.txt,atlas,0,0,0,0,0,0,
2043,https://www.mongodb.com/docs/atlas/monitor-cluster-metrics/,atlas/source/monitor-cluster-metrics.txt,atlas,0,0,0,0,0,0,
